locationuid,locationtype,parentlocationuid,community_name,tract_geoid,roadsegid,speed,oneway,abloaddr,abhiaddr,rd30full,geometry
paonuk3wfeojkjpm0or,PARKING_ZONE,paonuk3wfeojkjpm0or,Downtown,14000US00000006937,3045,20,B,300,399,16TH ST,"POLYGON ((-117.1493830905488 32.70890922107645, -117.1493857728374 32.70846574257124, -117.1494178005511 32.70846587971717, -117.1494151184218 32.70890935822238, -117.1493830905488 32.70890922107645))"
pb3cje9f4xjjjisg0il,PARKING_ZONE,pb3cje9f4xjjjisg0il,Downtown,14000US00000007137,1829,20,F,1600,1699,07TH AVE,"POLYGON ((-117.1583607429669 32.72209779138673, -117.1583647664196 32.72287291252119, -117.1583327334228 32.72287303020278, -117.1583287102484 32.72209790906831, -117.1583607429669 32.72209779138673))"
pcf20g85pjjipyr0i8,PARKING_ZONE,pcf20g85pjjipyr0i8,Uptown,14000US00000002784,25612,20,B,3675,3679,EAGLE ST,"POLYGON ((-117.1696034525916 32.74520420889278, -117.1696047937409 32.74495492453685, -117.1696368346524 32.74495504647903, -117.1696354935926 32.74520433083496, -117.1696034525916 32.74520420889278))"
pdbo95a9x3nji3hhybv,PARKING_ZONE,pdbo95a9x3nji3hhybv,,14000US00000001762,7962,20,B,7200,7249,AMHERST ST,"POLYGON ((-117.0415552105411 32.76743060627992, -117.0414425577888 32.76759863350016, -117.0414146393452 32.76758539880252, -117.0415272921501 32.76741737158227, -117.0415552105411 32.76743060627992))"
pdh35sy52sijktsvq6h,PARKING_ZONE,pdh35sy52sijktsvq6h,Downtown,14000US00000006939,2280,20,F,1000,1099,09TH AVE,"POLYGON ((-117.1565976227255 32.71638730311516, -117.1565962816319 32.71632637237581, -117.1566283070918 32.71632587339715, -117.1566296482072 32.71638680413648, -117.1565976227255 32.71638730311516))"
pf3rpjbpovjlgo4ylb,PARKING_ZONE,pf3rpjbpovjlgo4ylb,Downtown,14000US00000006937,2818,20,B,500,599,13TH ST,"POLYGON ((-117.1529019364922 32.71139964312173, -117.1528938899219 32.71108368783704, -117.1529259116389 32.71108311048016, -117.1529339583227 32.71139906576485, -117.1529019364922 32.71139964312173))"
pf7c2xd2ymqjlns0s2h,PARKING_ZONE,pf7c2xd2ymqjlns0s2h,Uptown,14000US00000006976,54958,20,B,3250,3399,REYNARD WAY,"POLYGON ((-117.1692111416838 32.74012727799032, -117.1692849023417 32.73975163786481, -117.1693165134437 32.73975602947969, -117.1692427529191 32.7401316696052, -117.1692111416838 32.74012727799032))"
pg0uetrkx0jjlz688e2,PARKING_ZONE,pg0uetrkx0jjlz688e2,Downtown,14000US00000006939,9997,20,T,700,799,B ST,"POLYGON ((-117.1581932367814 32.71786299974501, -117.157581693126 32.71786525640123, -117.1575815525458 32.71783830720225, -117.1581930962013 32.71783605054603, -117.1581932367814 32.71786299974501))"
phchnvb4v0cjk2klo3l,PARKING_ZONE,phchnvb4v0cjk2klo3l,Barrio Logan,14000US00000006937,131860,20,F,150,199,S 17TH ST,"POLYGON ((-117.1491996689841 32.70481612360031, -117.148337338853 32.70422366274039, -117.1483575939848 32.70420278759416, -117.1492199242503 32.70479524845406, -117.1491996689841 32.70481612360031))"
pi5j8jldv4kjlxre9w6,PARKING_ZONE,pi5j8jldv4kjlxre9w6,Downtown,14000US00000007137,9028,20,T,800,899,ASH ST,"POLYGON ((-117.1573283022947 32.7198654603252, -117.156842822463 32.71986884523358, -117.1568425569384 32.71984189670095, -117.1573280367701 32.71983851179258, -117.1573283022947 32.7198654603252))"
pjwjbu1aecrjm21rxee,PARKING_ZONE,pjwjbu1aecrjm21rxee,Downtown,14000US00000006939,54921,20,B,800,899,STATE ST,"POLYGON ((-117.166444316348 32.71500921853882, -117.1664389520138 32.71454207459036, -117.1664709808289 32.7145418142206, -117.1664763453308 32.71500895816904, -117.166444316348 32.71500921853882))"
pk7wbuqju8ejiq97qay,PARKING_ZONE,pk7wbuqju8ejiq97qay,Skyline-Paradise Hills,14000US00000001832,2250,35,B,7500,7599,PARADISE VALLEY RD,"POLYGON ((-117.0295203173645 32.69543315178801, -117.0298032904332 32.69526385990109, -117.0298218450658 32.6952858247115, -117.0295388720323 32.69545511659842, -117.0295203173645 32.69543315178801))"
pkl7uppmtpjl3zhyvb,PARKING_ZONE,pkl7uppmtpjl3zhyvb,Downtown,14000US00000006940,19345,20,T,600,699,COLUMBIA ST,"POLYGON ((-117.1675004709644 32.71168065753618, -117.1674991298789 32.71178672765375, -117.1674671023705 32.71178644097377, -117.1674684434941 32.71168037085621, -117.1675004709644 32.71168065753618))"
plv2fwd4z4rjjpy4i4c,PARKING_ZONE,plv2fwd4z4rjjpy4i4c,Barrio Logan,14000US00000006937,48834,35,B,1600,1699,NATIONAL AVE,"POLYGON ((-117.1495536774794 32.70386372330962, -117.1488858074883 32.70339652094473, -117.1489062809519 32.70337579729179, -117.1495741510502 32.7038429996567, -117.1495536774794 32.70386372330962))"
plwgah6pp0fjkmmmuwk,PARKING_ZONE,plwgah6pp0fjkmmmuwk,Downtown,14000US00000006939,2273,20,F,900,999,09TH AVE,"POLYGON ((-117.1566231357814 32.71482995477197, -117.1566311825505 32.71562093606575, -117.1565991530261 32.71562116672211, -117.1565911065411 32.71483018542834, -117.1566231357814 32.71482995477197))"
pmfl27gq8vnjhawpx85,PARKING_ZONE,pmfl27gq8vnjhawpx85,Navajo,14000US00000006982,38554,35,B,7016,7099,JACKSON DR,"POLYGON ((-117.0348744690996 32.79772246400704, -117.0346317291891 32.79764129716775, -117.0346435792422 32.79761625617525, -117.0348863191635 32.79769742301454, -117.0348744690996 32.79772246400704))"
pnwmi3jbusijhs5kd05,PARKING_ZONE,pnwmi3jbusijhs5kd05,Old Town San Diego,14000US00000001927,8012,20,B,3850,3899,AMPUDIA ST,"POLYGON ((-117.1938005564643 32.7491728781129, -117.1936449883673 32.74935109115673, -117.1936191592633 32.74933514232345, -117.1937747274121 32.74915692927961, -117.1938005564643 32.7491728781129))"
pois2tfldbjkv3srwb,PARKING_ZONE,pois2tfldbjkv3srwb,Downtown,14000US00000006939,2031,20,T,1300,1399,08TH AVE,"POLYGON ((-117.1574266144171 32.71923358565211, -117.1574279555609 32.71945247764472, -117.1573959239129 32.71945261655743, -117.1573945828476 32.71923372456482, -117.1574266144171 32.71923358565211))"
pp0qckqwn2ijly5o9pg,PARKING_ZONE,pp0qckqwn2ijly5o9pg,Downtown,14000US00000006937,168056,20,F,320,399,11TH AVE,"POLYGON ((-117.15475717564 32.70875282521482, -117.1547558346275 32.7092651369605, -117.1547238062897 32.70926507760075, -117.1547251474862 32.7087527658551, -117.15475717564 32.70875282521482))"
ppufcjco3mji50eghz,PARKING_ZONE,ppufcjco3mji50eghz,Mid-City:Normal Heights,14000US00000002004,128088,10,B,0,0,ALLEY,"POLYGON ((-117.1109803642902 32.75707667767421, -117.1113733079109 32.75708344466251, -117.111372651765 32.75711038847128, -117.1109797081443 32.75710362148298, -117.1109803642902 32.75707667767421))"
pqazsm9soojipyy3ss,PARKING_ZONE,pqazsm9soojipyy3ss,Uptown,14000US00000006975,1200,25,T,3300,3399,04TH AVE,"POLYGON ((-117.161209214036 32.7407165460322, -117.1612078729926 32.74037700572222, -117.161239912409 32.74037691618945, -117.1612412535745 32.74071645649945, -117.161209214036 32.7407165460322))"
pt18a92mjojjhgnldn,PARKING_ZONE,pt18a92mjojjhgnldn,Downtown,14000US00000007137,30229,20,T,1400,1499,FRONT ST,"POLYGON ((-117.1646965691754 32.72080871976326, -117.1646898637342 32.72035514574866, -117.1647218936546 32.72035481058146, -117.1647285992586 32.72080838459605, -117.1646965691754 32.72080871976326))"
ptohsrxadgjhl0gf6u,PARKING_ZONE,ptohsrxadgjhl0gf6u,Uptown,14000US00000002784,31821,35,B,3830,3949,GOLDFINCH ST,"POLYGON ((-117.1713142802467 32.74886456462757, -117.1713089158859 32.74854648622311, -117.1713409551941 32.74854610399905, -117.1713463196693 32.74886418240352, -117.1713142802467 32.74886456462757))"
ptt2mj2slkkjl6wrd62,PARKING_ZONE,ptt2mj2slkkjl6wrd62,Downtown,14000US00000006937,38189,20,B,1100,1199,ISLAND AVE,"POLYGON ((-117.1540244158061 32.71039635280002, -117.154359691933 32.71039522437777, -117.1543598199967 32.71042217362086, -117.1540245438698 32.71042330204313, -117.1540244158061 32.71039635280002))"
pusuopvdxhkjktzg61e,PARKING_ZONE,pusuopvdxhkjktzg61e,Downtown,14000US00000006940,2026,20,B,400,499,08TH AVE,"POLYGON ((-117.157458349799 32.70989674230934, -117.1574596909512 32.70963156116168, -117.1574917192082 32.70963167583937, -117.1574903781512 32.70989685698703, -117.157458349799 32.70989674230934))"
pw4w6c042eqjh7xtvk1,PARKING_ZONE,pw4w6c042eqjh7xtvk1,Downtown,14000US00000006940,19350,20,T,1200,1299,COLUMBIA ST,"POLYGON ((-117.1674671044515 32.71869923307272, -117.1674738100394 32.71833478581316, -117.1675058378745 32.71833520293832, -117.1674991324174 32.71869965019789, -117.1674671044515 32.71869923307272))"
pwdfsja6gxdjohd45lh,PARKING_ZONE,pwdfsja6gxdjohd45lh,Mira Mesa,14000US00000001787,22450,20,B,11220,11329,AVENIDA DEL GATO,"POLYGON ((-117.1482660445528 32.92740084818974, -117.1482606801776 32.92716445728158, -117.1482927814201 32.92716394405097, -117.148298145881 32.92740033495912, -117.1482660445528 32.92740084818974))"
q0iv2m4rkdtjktwj7z1,PARKING_ZONE,q0iv2m4rkdtjktwj7z1,Downtown,14000US00000006940,1816,20,F,300,399,07TH AVE,"POLYGON ((-117.1583760679499 32.70922424889759, -117.158370703559 32.7090730381779, -117.1584027176451 32.70907223407394, -117.1584080820903 32.70922344479364, -117.1583760679499 32.70922424889759))"
q1ihig81umpjo8tajcv,PARKING_ZONE,q1ihig81umpjo8tajcv,Uptown,14000US00000007342,63992,35,B,900,999,W WASHINGTON ST,"POLYGON ((-117.1717757118016 32.74993711825964, -117.1721659732133 32.74993147865028, -117.1721665236406 32.74995842413245, -117.1717762622289 32.74996406374182, -117.1717757118016 32.74993711825964))"
q3rkq130uhjiom604t,PARKING_ZONE,q3rkq130uhjiom604t,Uptown,14000US00000001391,1669,35,B,2300,2399,06TH AVE,"POLYGON ((-117.1595359378136 32.72944578303682, -117.1595345967963 32.72993089972109, -117.1595025610447 32.72993083704826, -117.1595039022364 32.72944572036398, -117.1595359378136 32.72944578303682))"
q49v80wlzrhjg3yud60,PARKING_ZONE,q49v80wlzrhjg3yud60,Mira Mesa,14000US00000004636,9350,35,B,10700,10749,WESTONHILL DR,"POLYGON ((-117.13580278074 32.9132017888606, -117.1358175329679 32.91363411424469, -117.135785443974 32.91363488591596, -117.1357706919028 32.91320256053188, -117.13580278074 32.9132017888606))"
q4e1vrk1n8jhc81qi1,PARKING_ZONE,q4e1vrk1n8jhc81qi1,Ocean Beach,14000US00000007027,30423,20,B,2026,2049,FROUDE ST,"POLYGON ((-117.2420593974268 32.7451099937043, -117.242331641687 32.74479866984542, -117.2423574530508 32.74481463747826, -117.2420852088809 32.74512596133715, -117.2420593974268 32.7451099937043))"
q518fgu2jyjiepqwgr,PARKING_ZONE,q518fgu2jyjiepqwgr,"Encanto Neighborhoods,Southeastern",14000US00000007182,24618,35,B,5800,5879,DIVISION ST,"POLYGON ((-117.0707314976308 32.69370440419694, -117.0703036852993 32.69382065338898, -117.0702938457553 32.69379500764788, -117.0707216580995 32.69367875845585, -117.0707314976308 32.69370440419694))"
q5sri4l9udgjnkr5tu2,PARKING_ZONE,q5sri4l9udgjnkr5tu2,Downtown,14000US00000006974,16833,20,B,400,499,W CEDAR ST,"POLYGON ((-117.1666615997503 32.72201173796998, -117.1672557090471 32.72200609659326, -117.1672560704806 32.72203304433626, -117.1666619611838 32.72203868571298, -117.1666615997503 32.72201173796998))"
q5zinpi8npjix8tm1t,PARKING_ZONE,q5zinpi8npjix8tm1t,Uptown,14000US00000006975,266,25,B,3300,3399,01ST AVE,"POLYGON ((-117.1639460146482 32.74069269073797, -117.1639406503172 32.74020876067102, -117.1639726884572 32.74020850940425, -117.1639780529622 32.74069243947121, -117.1639460146482 32.74069269073797))"
q6l4gf298yjls5j6my,PARKING_ZONE,q6l4gf298yjls5j6my,Downtown,14000US00000006938,28394,20,T,1600,1699,F ST,"POLYGON ((-117.1492742497227 32.71363434720452, -117.1487123269341 32.71363660396778, -117.1487121739632 32.71360965481659, -117.1492740967518 32.71360739805334, -117.1492742497227 32.71363434720452))"
q7s3h12rkkjin57rh6,PARKING_ZONE,q7s3h12rkkjin57rh6,Greater North Park,14000US00000001481,29579,20,B,3900,3999,FLORIDA ST,"POLYGON ((-117.1437259762001 32.74855640633422, -117.1437313406666 32.74882598346382, -117.1436993025215 32.74882643443695, -117.143693938152 32.74855685730735, -117.1437259762001 32.74855640633422))"
q8x3rez3p1ji37otqu,PARKING_ZONE,q8x3rez3p1ji37otqu,College Area,14000US00000001966,26108,35,B,5460,5499,EL CAJON BLVD,"POLYGON ((-117.0766911852118 32.75818163803802, -117.0758503126893 32.75830231445749, -117.0758449217174 32.75827574906977, -117.0766857942472 32.75815507265031, -117.0766911852118 32.75818163803802))"
q9iv165rqdjidhvmw6,PARKING_ZONE,q9iv165rqdjidhvmw6,Greater North Park,14000US00000001590,50840,20,B,4400,4499,OREGON ST,"POLYGON ((-117.1351984128775 32.75771698639856, -117.1351930484894 32.75755006836562, -117.1352250825621 32.75754934026706, -117.1352304470101 32.75771625830001, -117.1351984128775 32.75771698639856))"
q9l3vs12dxjot0es7b,PARKING_ZONE,q9l3vs12dxjot0es7b,Uptown,14000US00000001391,1669,35,B,2300,2399,06TH AVE,"POLYGON ((-117.1595387649161 32.72944870674793, -117.1595334006345 32.73020796957587, -117.1595013652625 32.73020780940429, -117.159506729817 32.72944854657636, -117.1595387649161 32.72944870674793))"
q9mswzkvapgjig987v6,PARKING_ZONE,q9mswzkvapgjig987v6,Greater North Park,14000US00000001480,41588,20,B,2200,2299,LANDIS ST,"POLYGON ((-117.1402550790172 32.74554427419451, -117.1405018422465 32.74554878610422, -117.1405011458203 32.74557572919629, -117.140254382591 32.74557121728658, -117.1402550790172 32.74554427419451))"
qa0105cgw8pjlfacp4o,PARKING_ZONE,qa0105cgw8pjlfacp4o,Downtown,14000US00000006938,2490,20,T,1100,1199,10TH AVE,"POLYGON ((-117.1555573182142 32.71743436644188, -117.1555559771725 32.71708458240538, -117.155588008229 32.71708449547192, -117.1555893493963 32.71743427950842, -117.1555573182142 32.71743436644188))"
qaabqmxb7yjiymc2w0,PARKING_ZONE,qaabqmxb7yjiymc2w0,Greater North Park,14000US00000002733,41964,20,B,3300,3399,LAUREL ST,"POLYGON ((-117.1229411301001 32.73177785587184, -117.1232777473315 32.73178011217524, -117.1232774920177 32.73180706077794, -117.1229408747864 32.73180480447453, -117.1229411301001 32.73177785587184))"
qau66yuklcjg6mhzjy,PARKING_ZONE,qau66yuklcjg6mhzjy,Mira Mesa,14000US00000004696,69191,25,B,8770,8829,GOLD COAST DR,"POLYGON ((-117.1352638216539 32.90569949441379, -117.134991577445 32.90560829276709, -117.13500347344 32.90558326231553, -117.1352757176612 32.90567446396223, -117.1352638216539 32.90569949441379))"
qcd4szfm0yjim1spci,PARKING_ZONE,qcd4szfm0yjim1spci,Skyline-Paradise Hills,14000US00000001439,7416,35,B,2600,2680,ALTA VIEW DR,"POLYGON ((-117.0458607177808 32.67783791164957, -117.0459505718171 32.67804223037066, -117.0459205457065 32.67805158574589, -117.0458306917388 32.67784726702481, -117.0458607177808 32.67783791164957))"
qcdjvr4pi7jjl5i3rtr,PARKING_ZONE,qcdjvr4pi7jjl5i3rtr,Downtown,14000US00000006939,25429,20,F,800,899,E ST,"POLYGON ((-117.1573101184043 32.71476271994341, -117.1566797992858 32.71476384831075, -117.156679731041 32.71473689891339, -117.1573100501595 32.71473577054605, -117.1573101184043 32.71476271994341))"
qci9qh9hen9jig3edyo,PARKING_ZONE,qci9qh9hen9jig3edyo,"Encanto Neighborhoods,Southeastern",14000US00000007184,53066,20,B,6360,6399,PITTSBURGH AVE,"POLYGON ((-117.0608318512834 32.69758818004947, -117.0601519112981 32.69758818004947, -117.0601519111954 32.69756123059095, -117.0608318511807 32.69756123059095, -117.0608318512834 32.69758818004947))"
qg4qn6fy5qejj8x4rtl,PARKING_ZONE,qg4qn6fy5qejj8x4rtl,College Area,14000US00000002075,26121,35,B,5700,5799,EL CAJON BLVD,"POLYGON ((-117.0730031822757 32.75882934104954, -117.0734484289743 32.75876280028015, -117.073454036016 32.75878933402253, -117.0730087893216 32.75885587479192, -117.0730031822757 32.75882934104954))"
qgbkfwmpeljkk0w5x8,PARKING_ZONE,qgbkfwmpeljkk0w5x8,Downtown,14000US00000006940,2270,20,B,400,499,09TH AVE,"POLYGON ((-117.1565488098286 32.71026983528698, -117.1565434455449 32.70952168702396, -117.1565754734695 32.70952152443524, -117.1565808380218 32.71026967269825, -117.1565488098286 32.71026983528698))"
qhgr5xy42bjhc78nzc,PARKING_ZONE,qhgr5xy42bjhc78nzc,Ocean Beach,14000US00000007023,30421,20,B,1829,1849,FROUDE ST,"POLYGON ((-117.2449968122119 32.74169351737286, -117.2452382110641 32.74141263838651, -117.2452641769277 32.74142842667073, -117.2450227781573 32.74170930565706, -117.2449968122119 32.74169351737286))"
qkn5vw3h7qjjiey5qrt,PARKING_ZONE,qkn5vw3h7qjjiey5qrt,Skyline-Paradise Hills,14000US00000001439,212720,35,B,6600,6853,POTOMAC ST,"POLYGON ((-117.0510839253769 32.68467622906333, -117.0508532554127 32.68479474750162, -117.0508365716018 32.68477174542451, -117.0510672415882 32.68465322698623, -117.0510839253769 32.68467622906333))"
ql0w2d76v9pjiw6cvtu,PARKING_ZONE,ql0w2d76v9pjiw6cvtu,Uptown,14000US00000006975,51654,0,B,490,499,W PALM ST,"POLYGON ((-117.1677115556216 32.73561870271373, -117.1677169200609 32.73573715347852, -117.1676849053578 32.73573817937972, -117.167679540961 32.73561972861494, -117.1677115556216 32.73561870271373))"
ql17317sgvdjiq4hh3a,PARKING_ZONE,ql17317sgvdjiq4hh3a,Uptown,14000US00000006975,861,20,B,2700,2799,03RD AVE,"POLYGON ((-117.1622134228552 32.73382246132093, -117.1622161051054 32.73359345144642, -117.1622481407053 32.73359371694577, -117.1622454585374 32.73382272682029, -117.1622134228552 32.73382246132093))"
qlzpwkapho9jiyp06ym,PARKING_ZONE,qlzpwkapho9jiyp06ym,Mid-City:Eastern Area,14000US00000001966,51206,20,B,4200,4399,WEST OVERLOOK DR,"POLYGON ((-117.0713452545286 32.75418582904464, -117.0712942925759 32.75407529788587, -117.0713241696423 32.7540655548999, -117.0713751316321 32.75417608605867, -117.0713452545286 32.75418582904464))"
qn7fxly3ckajiqc10ft,PARKING_ZONE,qn7fxly3ckajiqc10ft,Uptown,14000US00000006975,60797,20,B,200,299,THORN ST,"POLYGON ((-117.1621367710711 32.73966692402711, -117.1621381122216 32.7394108558475, -117.1621701511565 32.7394109745666, -117.1621688100981 32.73966704274621, -117.1621367710711 32.73966692402711))"
qnc28mot4mojlqxamld,PARKING_ZONE,qnc28mot4mojlqxamld,Downtown,14000US00000006939,6238,20,F,600,699,A ST,"POLYGON ((-117.1592265607474 32.71881061924603, -117.1585211397765 32.71881174756222, -117.158521078773 32.71878479815257, -117.1592264997439 32.71878366983637, -117.1592265607474 32.71881061924603))"
qraip4bhi5jkohfy1f,PARKING_ZONE,qraip4bhi5jkohfy1f,Downtown,14000US00000007137,1815,20,F,1400,1499,07TH AVE,"POLYGON ((-117.1584580006947 32.72082798265224, -117.1584539774163 32.72063278818968, -117.1584860050986 32.72063232092777, -117.1584900284471 32.72082751539032, -117.1584580006947 32.72082798265224))"
qrt96kmf5qjhc6qgv7,PARKING_ZONE,qrt96kmf5qjhc6qgv7,Ocean Beach,14000US00000007023,25745,20,B,1674,1699,EBERS ST,"POLYGON ((-117.2489022350189 32.74024445987269, -117.2491610682334 32.73993988730354, -117.2491871332501 32.7399555590651, -117.2489283001247 32.74026013163425, -117.2489022350189 32.74024445987269))"
qsjq01sk21jgi36teb,PARKING_ZONE,qsjq01sk21jgi36teb,La Jolla,14000US00000007078,61186,35,B,1100,1125,TORREY PINES RD,"POLYGON ((-117.2716484178961 32.84328996290215, -117.271854948018 32.84308714977128, -117.2718793214898 32.8431046695214, -117.2716727914235 32.84330748265226, -117.2716484178961 32.84328996290215))"
qstdhf44nqcjinmgd7o,PARKING_ZONE,qstdhf44nqcjinmgd7o,Greater North Park,14000US00000002733,12950,20,B,2500,2589,BOUNDARY ST,"POLYGON ((-117.1176802340488 32.73260090031412, -117.1175206426939 32.73212933591113, -117.1175514550025 32.7321219568787, -117.1177110465204 32.7325935212817, -117.1176802340488 32.73260090031412))"
qszpo9uiggfjkocwnnj,PARKING_ZONE,qszpo9uiggfjkocwnnj,Downtown,14000US00000006939,2028,20,T,1100,1199,08TH AVE,"POLYGON ((-117.1573807150951 32.71761302368685, -117.1573740096942 32.71693602243943, -117.1574060397518 32.71693579786755, -117.1574127453958 32.71761279911497, -117.1573807150951 32.71761302368685))"
ququwlmdxwjinfj0ms,PARKING_ZONE,ququwlmdxwjinfj0ms,Skyline-Paradise Hills,14000US00000004692,67066,20,B,7300,7375,TOOMA ST,"POLYGON ((-117.0345324769311 32.68272582722511, -117.0343862965558 32.6826005334001, -117.0344091421642 32.68258165125989, -117.0345553225716 32.6827069450849, -117.0345324769311 32.68272582722511))"
